d,betaprime,total cost,preprocessing,single enum,probability
187,146,316797367496461704469938176,22631347772906220290048,6184900133116526460928,6.488500986522905e-05
188,148,400693320489574042993426432,45611723868617022898176,13002251855850612195328,0.00010434436861703729
189,148,696811682504821514163978240,45943304399402125230080,13057075457440251641856,6.039887729800295e-05
190,148,881885792855803640449859584,46606465460972321505280,12971171059675722416128,4.819068027099661e-05
191,148,1568753027411848809439821824,46938045991757423837184,13030426162080606322688,2.7268740763544716e-05
192,150,2019931666642820304010739712,100635099095604825948160,28704508319512827789312,4.567594479732912e-05
193,152,3527409362910724310773530624,212358884357308734767104,58831944893670759596032,5.484156303679901e-05
194,152,4451072146247785174471278592,215383798911661808549888,60572528242045099180032,4.422508905817775e-05
195,152,7916488638780305973385887744,216896256188838311886848,61375034888935044022272,2.5074539310132293e-05
196,156,10080827707884278924479299584,892539998510247435042816,241844425329965965246464,8.026925438144832e-05
197,156,17480871286835817374428430336,898847162469184262111232,247983356134239615582208,4.679814099129629e-05
198,156,21991431361447799912543551488,911461490387056574070784,254604132117904485253120,3.782368851701616e-05
199,156,39188778479927700539144404992,917768654345993401139200,259139946784697761136640,2.1422934278744405e-05
200,156,50011569846188820668478390272,930382982263867055276032,266751422616729859129344,1.7075416850660684e-05
201,158,88897599165262636667430240256,1984748231995020453871616,560051536449884829777920,2.042028256860295e-05
202,158,112707395612362341085639344128,2011857210259417711247360,579073170742087415496704,1.6398433595088702e-05
203,160,201336888133152988901190664192,4451344438876841969713152,1268817076166522298171392,2.0266704547714812e-05
204,160,255797935992140031249386307584,4511782161133604727422976,1298329941367711135170560,1.6202668811893934e-05
205,160,461730340232116274564725473280,4542001022261985837842432,1312514481548031321702400,9.044887734533946e-06
206,162,581819564846698475661098483712,9691886176484772162830336,2766830579469692658778112,1.527510736932101e-05
207,162,1053054650711335419201579909120,9756351533437518975336448,2809606164116079686713344,8.512270808392644e-06
208,166,1351080927432703306623029870592,44140581855598509524254720,12152706143742033318117376,2.972154598813231e-05
209,166,2417034913828223875573325234176,44436146473349598555406336,12235734522124617027420160,1.6725675594613056e-05
210,166,3078294881905866348907529764864,45027275708851776617709568,12636633537071287126458368,1.3362679645302341e-05
211,170,5506008100071433732592857251840,180767748178419365445632000,48530306780681313991000064,2.9707059855830686e-05
212,170,6969686321339157357912714641408,183186118238530728305360896,49668284003006114493890560,2.3832447358529173e-05
213,170,11948370568748530107534167506944,184395303268586375375486976,52153729524193867513987072,1.4122514322291392e-05
214,170,15664005646450394565847914905600,186813673328697703875477504,51662481366958560004538368,1.0860313657306387e-05
215,172,27749776475428342171628516409344,396009936618161492172210176,108533162782421131429150720,1.2969957781615795e-05
216,172,36097060275466523452972493438976,401171971497113117836443648,111378994845039576567775232,1.0128977813110195e-05
217,172,64520661135828549254154144448512,403752988936588965028298752,113415245880435348296695808,5.717871470951688e-06
218,174,83605949444498057794236975153152,846843459342901000783527936,235938428165980761949732864,9.238562270187794e-06
219,176,147425844617476397255752259993600,1756406191381599987389431808,493981643833499106301444096,1.0888899256641063e-05
220,176,190034497728089532792075347558400,1779004085856049706303488000,496671142073358654273224704,8.542373908126494e-06
221,176,338261601640350297185299552272384,1790303033093274428321562624,506408503187150996898840576,4.843455305849854e-06
222,178,433896546167448258842986729701376,3807886868648680793617465344,1047771806351318927563292672,7.982939196848422e-06
223,178,765642624320017259684598015590400,3831922805437979850491035648,1104034103335328411012825088,4.598824698642661e-06
224,178,992698443330490392967734068510720,3879994679016576864726548480,1106724723390935770490470400,3.5834339993664e-06
225,180,1767256384425404992025312345718784,8318344358565456614533365760,2390416181173249994781622272,4.322562751737543e-06
226,180,2290554056970912062521548371656704,8422070607813148551271153664,2403719230715818684643803136,3.3714825134665985e-06
227,180,4109396020459838311386602968973312,8473933732436993420128419840,2426126166487868935013138432,1.892139163960598e-06
228,180,5407895202227396848150723117973504,8577659981684684257354579968,2495172484023569620148420608,1.4606048627067638e-06
229,182,9754670327147262949671598381072384,18671996022069734979472982016,5316452106931304749877690368,1.7542511637773436e-06
230,184,12388447495208217320014636629622784,40722734736554935020993642496,11835604525440452290762768384,3.0264025173749396e-06
