d,betaprime,total cost,preprocessing,single enum,probability
166,130,19346588382346084352000,61505974120729780224,75421325548306628608,0.005036077179956072
167,130,32481656813517275136000,62009032242672271360,81061970504845000704,0.003137140224998712
168,130,41650495580232996618240,63015148486557237248,85073696305647206400,0.00253311047005202
169,132,70784659609971104677888,135413885611949359104,176191375780999757824,0.0031353534554723773
170,136,48270798175180320407552,127349127477917761536,157413800886168911872,0.004199408066258475
171,136,79562437598534130728960,128315795262787436544,170818411594453286912,0.002678417873612213
172,136,95036329068608654147584,130249130832526786560,173840837111434641408,0.0022799193701393775
173,136,159842773373711619719168,131215798617396477952,190146077175690428416,0.0014331529883457198
174,136,195154493347113983803392,133149134187135860736,193900888590838431744,0.001194754456066276
175,138,329582860701610291494912,244689516685545832448,353719499032345444352,0.0012943594180891485
176,138,404460911464945803067392,248383495530201808896,364589725074120245248,0.0010805199879284312
177,140,690901237765141411397632,486828375623791935488,700747373804692307968,0.0012254108368129238
178,140,852483170789282348531712,494259795351449763840,721906514145584218112,0.0010171588557342582
179,140,1463562345886667050582016,497975505215278678016,770072864048278798336,0.0006178641364568758
180,142,1832560753517890652602368,1008094259346945343488,1456663626833889067008,0.0009589813414931523
181,142,3168505123185940481703936,1015688951213047152640,1573374886494892195840,0.0005827259712481884
182,142,3992067241536566018965504,1030878334945250246656,1639428819935199494144,0.0004770483066206305
183,144,6823199474894909307092992,2046276432696386256896,3132302122901869428736,0.0005412619998871876
184,144,8494764195444483172597760,2076778595299634184192,3216469857322839048192,0.00044440304897815287
185,146,14706183611821426697306112,4191955538432007077888,6437253718579006668800,0.0005154560204828486
186,146,18441776011351850980737024,4254130914184405188608,6679742739252662763520,0.0004228458470094118
187,148,31955992121297596082814976,8560607444588180799488,13224296984828698427392,0.00048618365710504985
188,148,39581694374974475277959168,8686783499072594509824,13541801406234393313280,0.00040052814941634777
189,150,69777871782635917350535168,18539901344477177970688,28180917489082168246272,0.0004775200493825136
190,150,87316731798837376321585152,18811551874169553551360,29247855342432594952192,0.00039255298065014323
191,150,154038534330008532083015680,18947377139015743438848,31350317378569626451968,0.000232900660328409
192,150,195682149020505697939357696,19219027668708123213824,32236695993958598180864,0.00018756178050108693
193,152,343883929023747372215173120,40066920420235393630208,64972765532844407652352,0.00021786969114943687
194,154,429190786615533504435322880,82784379299127890018304,128035236698207069143040,0.00035033791322992906
195,154,757394702409110019939237888,83373681542213337612288,136723454369382698844160,0.00020727633071853475
196,154,945893241661489106869288960,84552286028384232800256,140480355129145367199744,0.0001696950369926564
