d,betaprime,total cost,preprocessing,single enum,probability
53,31,11019039,9062933,1606687,0.4987895710645944
54,31,12207807,9292956,1748888,0.4754518859580448
55,31,15810735,9524186,1852071,0.40146769309469754
56,31,19274655,9990334,1734459,0.3520433596987929
57,31,26232698,10225290,1856617,0.28002960577871977
58,31,31090328,10461523,1774686,0.24478504614692106
59,31,45250523,10699053,1847196,0.17945357017685074
60,31,57339956,11178071,1829988,0.1494138017825355
61,31,87440182,11419597,1911015,0.1030481477124931
62,31,110881804,11662490,1810600,0.08302780470424423
63,31,179596001,11906770,1884826,0.05330641336866613
64,31,241900764,12399558,1861279,0.04118228236056998
65,31,422995959,12648104,1958356,0.024331753702481283
66,31,571330788,12898107,1844068,0.018238356132470775
67,31,1072644250,13149587,1937627,0.00998341197467765
68,31,1572635068,13657046,1899560,0.007031663420827536
69,35,1189271899,24876632,4106620,0.017234510986157386
70,38,878225330,60196774,11196149,0.056340451084539646
71,42,999981887,131142391,25844715,0.10594569587557791
72,42,1197160180,136338362,27760991,0.0931530756191986
73,42,1903147550,138938769,26745578,0.06021378708892677
74,42,2191082229,141540814,28323837,0.05380138172058306
75,42,3554783123,144144515,28570630,0.03406555529481208
76,46,2753211920,354158639,85033586,0.10755780765674872
77,46,4097801261,360745503,86629685,0.07492418237844713
78,46,4759358078,367334095,88257808,0.06600647220575796
79,47,7234516641,493543974,120657165,0.058765046922056606
80,47,8930669995,511330711,122596184,0.04937518132826628
81,51,13373560476,1143380020,261282896,0.0721870770165759
82,54,14916884766,1960882861,462537674,0.10942854991175517
83,54,21562207058,1997600838,478991422,0.07866718997468113
84,54,25411595440,2071042371,526208046,0.07031509496666252
85,54,38242947997,2107765964,516468574,0.04777138726933853
86,54,44784821542,2144491465,515605542,0.041485941817736856
87,54,68726252291,2181218892,533295508,0.027782300973239332
88,54,83139709465,2254679595,534664002,0.023648821431041613
89,56,130860395981,3489452210,926325140,0.023784004561212452
90,56,154345342836,3547388066,898314351,0.02033739674382014
91,58,244533091128,5611233214,1412626556,0.020281452470681582
92,58,296633396406,5798009118,1445433548,0.017268338163631308
93,58,486115965416,5891400167,1576230157,0.010898534886659162
94,58,579271537109,5984793303,1569355169,0.009259498138392035
95,60,962675740635,10766853263,2738563742,0.009957704961705406
96,60,1200726265376,11111147904,2787566856,0.00822321097158585
97,62,2028488237693,21011131704,5644405145,0.009330042538788481
98,62,2429500559661,21343909977,5492635908,0.007848782053582302
99,62,4144364945817,21676690445,6133883094,0.004775463204833824
100,62,5213790992402,22342258043,6244855775,0.003903644346769295
101,64,9193489106790,47643771199,12532502014,0.004658370192797394
102,64,11263132522813,48369617511,13824985420,0.003931343760393609
103,64,19533117257832,49095466109,13469527298,0.0022822666466696456
104,66,25349852358232,115329310657,30656510819,0.004099643478531573
105,70,26008580588419,180487517545,50255090953,0.0063087048755840446
106,72,25443582106434,241852696436,66019381838,0.008594520511739244
107,72,41379828417594,245444334983,70580699170,0.0054331653495265945
108,72,50747184261340,252627619278,71032117250,0.00453932994558854
109,76,67400267381971,553149330471,155743573352,0.0074746940284736415
110,76,81184097404954,561409133921,156577985721,0.006288963307583085
111,78,129610436009177,940827454867,262178674243,0.006599233638928138
112,78,159567810282191,969383951120,274499531554,0.005545364027172818
113,82,256561142128523,2857799025384,752834299876,0.00998888383517364
114,82,303653937915927,2902549859882,793606085265,0.008645494180358254
115,82,477461338688122,2947300696935,817855720845,0.005609529785512901
116,82,575402364384256,3036802378782,867945054088,0.004829177233891676
117,82,951004708588773,3081553223612,871344776713,0.002960682520017223
118,84,1126922351597170,5161224487484,1449775816659,0.004176066237423873
119,84,1871310858202306,5237459469611,1500827751910,0.002565361195963752
120,86,2256005965726025,9206202589336,2591140282755,0.0037233749922985005
121,86,3709036504729050,9340557257814,2685602075226,0.002310288873942529
122,86,4540253002359691,9474911929010,2763516495669,0.0019210148316585703
123,90,7616775928447696,31090002370806,8554197698313,0.003705997178798268
124,90,9906755163293252,32016074854716,8910823079906,0.002942660910644819
125,90,15704425140286294,32479111100847,9381297538571,0.0018996394885713883
126,92,18667695928860100,61385745201543,17101373944654,0.002994740220026523
127,92,30974314323335948,62275645614018,17573176818489,0.0018372580149276154
128,92,37873659957246496,64055446447519,18374573265778,0.0015513637279685284
129,92,64357628428305704,64945346868581,19084443250877,0.0009309655471303474
130,92,79889608709383440,65835247292541,19357778102259,0.0007604158663846557
131,94,135878980507123392,126647604974118,36713171497414,0.0008572586751437407
132,96,166635675105156096,261778940227373,74813347942523,0.0014398787420987936
133,96,286461205493128288,265381119270013,78021569285622,0.0008547808691734286
134,96,358995115059563264,268983298315640,78884674154253,0.0006910005803181947
135,98,600591908318976128,536797687964052,154839882588160,0.0008211515658645899
136,98,749021372243621376,551374691836123,163920907014448,0.000680998290130597
137,100,1324056923338016000,1165214520407142,336243421024981,0.0008085994987589773
138,100,1642525891692824576,1180855893649057,340890783761303,0.0006606770661737206
139,100,2839448741309811712,1196497266894068,349645684093150,0.0003883594382482745
140,102,3539558886501348352,2582672927487992,750551614220174,0.000671540426507238
141,106,5102611180713533440,5748204544552954,1616516711186724,0.0010290651730910886
142,106,6130910306963471360,5824535291152627,1669363487579612,0.0008715576763073278
143,106,10277084527801774080,5900866037755485,1668283493539029,0.000525249529757266
144,106,12298492214959622144,6053527530970832,1773337798566066,0.0004538789180179837
145,110,20879705873420058624,18419399183288548,5095468523015799,0.0008030569047042764
146,110,24968677665121468416,18662951475799888,5268562149892337,0.0006834846465272717
147,110,42242985689363865600,18906503768314508,5448971961009434,0.0004112020787567088
148,110,50911894558660976640,19393608353353648,5652002662107670,0.00035086396732283905
149,110,87050165308932390912,19637160645878200,5722812425930412,0.0002077957491525392
150,110,107569080856956649472,19880712938406104,5928144114532202,0.00017113811611320118
151,110,190501679618643099648,20124265230937376,6049472591791305,9.800500466070446e-05
152,114,234407440642755624960,72908464262659920,21323133554934356,0.00028672495315353714
153,114,406448016726403317760,73819426076734320,21655612596914044,0.0001675525513993794
154,114,499678961565382475776,74730387890812160,22356877627377976,0.00013859376896001134
155,114,867064408349460004864,75641349704893440,23002337908573944,8.115268892166205e-05
156,116,1059855388251784740864,143204317887782048,41807107224100432,0.0001245166689049997
157,118,1828631711619196387328,276767568983352704,80335727420805872,0.0001392964216156925
158,118,2227345433001316581376,280148336038491744,82289563442090064,0.00011607091834810004
159,118,3974426150184018771968,283529103093634304,84666902110990288,6.608347734025051e-05
160,118,4826794550267522056192,290290637203930112,88999693931553424,5.605358363257115e-05
161,120,8726271342233934364672,573659138854597888,169920503876960288,6.078384603716478e-05
162,122,10787514756544413564928,1139858278271128320,329882647138002496,9.718536666644685e-05
163,122,18736322919699773915136,1153479037278576384,336794430635620480,5.6737720467585435e-05
164,122,22996284434210002829312,1180720555293483520,350871671724680704,4.750920493186167e-05
165,122,41416347188008423784448,1194341314300942592,360399816172020224,2.6778304625329038e-05
166,122,52122108124649767305216,1207962073308405504,373151753042697536,2.163909342994439e-05
167,126,92626325603787609210880,4798137712689329152,1434733617498559744,4.800051523505217e-05
168,126,114180748643276586745856,4910143888263276544,1491379443467172352,3.999303463999349e-05
169,126,202550260447456090128384,4966146976050255872,1515867718997966336,2.2828366978974805e-05
170,130,255015825131095086596096,20498013890954461184,5802024278170319872,7.35657842897312e-05
171,132,445831701984152073011200,42245183165836378112,12018307369630269440,8.682014836197739e-05
172,132,563337728896244968849408,43244997216468148224,12153555287660363776,7.014826647539464e-05
173,132,982769147863363401809920,43744904241784037376,12729531486717380608,4.0991525612956006e-05
174,132,1246208502566709169750016,44244811267099934720,13098611417729439744,3.282376320786401e-05
175,132,2226676153179575100112896,44744718292415823872,13307013318015014912,1.85975904492594e-05
176,132,2776339901503380652032000,45744532343047634944,13782612864789995520,1.5294725836942765e-05
177,136,5030400143951515327922176,198738372840756281344,56430752461871325184,3.618431307120444e-05
178,136,6274115959850473271328768,200985436957487595520,58537986549577490432,2.9506670729674636e-05
179,136,11336482282095353475891200,203232501074218909696,61010074463374376960,1.662736639370003e-05
180,136,13978691931048143411478528,207726629307681538048,64338977845656641536,1.3883747066436186e-05
181,136,25221025906776670069587968,209973693424412884992,62695896608379674624,7.7121395519709e-06
182,136,32037285790331046885064704,212220757541144231936,65927746293186740224,6.1933021071937755e-06
183,136,59153790283448184691752960,214467821657875546112,65884572242399592448,3.3808317223848515e-06
184,140,74088607970656179479117824,991455593602526085120,285208011639506239488,1.2292068475146813e-05
185,144,113119941617917439468634112,3347108457042944196608,955111418060294193152,2.713002137899651e-05
186,148,137346242398133545726902272,13384009209080725897216,3717477506872155045888,8.881787845401415e-05
187,148,239265862301277411354869760,13536744892756708556800,3782293779389458939904,5.1633840353682506e-05
188,150,305379463519046346116956160,28568185137319850803200,8063109853630974394368,8.556506030314567e-05
189,150,530417682285188427362074624,28890892379890724634624,7945997496150760882176,4.954009121097152e-05
190,150,676845083448533415159136256,29213599622461594271744,8144392791830205300736,3.937207453933604e-05
191,150,1186741773950388191212077056,29536306865032459714560,8417936917366325641216,2.2814016746479785e-05
192,150,1516487779129185408038993920,30181721350174203183104,8662841439184756932608,1.827216264605643e-05
193,150,2774457665055120343993155584,30504428592745068625920,9048219362535617331200,1.0169459016897643e-05
194,150,3588532929022737172022689792,30827135835315934068736,8926981745086622072832,7.902528366632825e-06
195,154,5957600432557409034823532544,138545460552412505833472,39425762879350509666304,2.1309653277574752e-05
196,154,7812949714503725892790910976,141543534321804765036544,40459736988246985408512,1.6617403053664758e-05
197,154,14024431081840298920171798528,143042571206500911415296,40949165856870904102912,9.358659190763885e-06
198,154,17925985200795719474849251328,144541608091197057794048,42355340062293038727168,7.437383202602896e-06
199,158,30016684486279342216825536512,624463135548475904622592,174601934329194601250816,1.8989691085378628e-05
200,158,38810772006720195702078570496,637827208146483794673664,181228071860629485387776,1.505428941580849e-05
201,158,69595968983576305990522372096,644509244445487806808064,186433078800127730122752,8.517017544708585e-06
202,162,88154360317971697137906352128,3020653873302800387014656,833202135805411322757120,3.1185126584710325e-05
203,162,154552153298737695982278934528,3053016417572433380245504,853995703584381137321984,1.803301648920371e-05
204,162,202167692307781318036724645888,3117741506111699903578112,883257508228942171996160,1.411744883299055e-05
205,162,362631873605781002699931648000,3150104050381332896808960,917146573428404692975616,8.000844329770276e-06
206,164,477156029532034921535257968640,6649186068242115678175232,1891951942864774505693184,1.2768948867751236e-05
207,168,858451219626150942773159657472,31963061433461363080953856,8815739794835455751487488,3.38855135375563e-05
208,170,1095254095172572355810826387456,71361230341908074351034368,19443822223641452461686784,5.91404852057655e-05
209,170,1922370747907247883130475905024,72126277817301365650620416,19173669906090720514539520,3.3878846883163725e-05
210,172,2442090566723963909530361790464,157635652651139782741590016,41887151988684262119309312,5.828015746957781e-05
211,172,4260995312738913403697193025536,159325665837828511272796160,43250817962516178375016448,3.391354624865139e-05
212,172,5470431255509745780303889170432,162705692211206002694946816,43964583853184393219670016,2.694965438619933e-05
213,172,9818795354259137455253973106688,164395705397894731226152960,46103051807485901343293440,1.529292660076013e-05
214,172,12368793425618320083430273974272,166085718584583494117097472,46113039054468660577959936,1.2238140657962352e-05
215,172,22120118893889754171173152751616,167775731771272222648303616,47501706762597484329959424,6.942440242203269e-06
216,172,29067027121961904911849877405696,171155758144649679710715904,49445518264412203342888960,5.413882511999679e-06
217,172,53436553641089494279461703516160,172845771331338408241922048,49856240680379577045876736,2.97295031819388e-06
218,172,69052116098777994709247704694784,174535784518027171132866560,50637768794390268078981120,2.3261755216107047e-06
219,172,130002047391811584160180469760000,176225797704715899664072704,52700509301457358170357760,1.2561683153639024e-06
220,176,165906795993942782241973660024832,851803397710995542960504832,245851837828972288810156032,4.719579971173946e-06
221,180,298249262883673075970855279788032,4162952794057191249502273536,1157567512408211251762561024,1.2725491349758497e-05
222,180,381733876770159515477555204325376,4204888869850335340434292736,1189651353818609961708552192,1.0080780096933894e-05
223,180,689448288065326533375950814445568,4246824945643479981122125824,1180563893600253867750064128,5.6155282656222365e-06
224,180,886837433797671212742635738365952,4330697097229768712741978112,1211850273715503432405614592,4.458276772518374e-06
225,180,1646436862766622381672820297957376,4372633173022912803673997312,1237695669439238236029321216,2.430778049913974e-06
226,180,2198588463837857898839447898685440,4414569248816057444361830400,1283161491547025241412730880,1.8486733168580835e-06
227,184,3769353524459373985217725828431872,22712908215053813574019317760,6401851205008519811836149760,5.509950980968966e-06
228,186,4415881413423964708430382417051648,42251824192062748454136315904,11819939748502053997045088256,8.734817508180408e-06
229,188,7864400678889806125188040221523968,92875488451877720577716256768,26017988500620968427303993344,1.0784317151720692e-05
230,188,10082308346641653465231322924449792,93791626842434860028383985664,26262854725324595348616773632,8.494134904244324e-06
231,188,17720260808243204022865059452551168,94707765232991999479051714560,26376935448105927735907450880,4.874394800070547e-06
232,188,23059660002213136889215910160629760,96540042014106278380387172352,27307301029812939979747229696,3.831206489119747e-06
233,190,41259945249061974425444772969709568,211799774759384777662851448832,60139379778808838995381846016,4.7015891126996334e-06
234,190,53469566425329000739215215482109952,213830310009730367050651533312,60761822448393457591411277824,3.66339062018392e-06
235,190,98342454493195999880709695254560768,215860845260075956438451617792,60587028047053577249024376832,2.0052769957739905e-06
236,190,129983891998068109464543730279120896,219921915760767170398423875584,63590279900122990390324232192,1.555909986548929e-06
237,190,239162364435792673931957700434853888,221952451011112759786223960064,65199202165600029764963270656,8.564872335135571e-07
238,190,315908499578241965294755001453772800,223982986261458349174024044544,66543582941118309707192205312,6.560349843770922e-07
239,190,588810303949831366546165591009394688,226013521511803973746196217856,66389744347742195240860123136,3.5424957506850933e-07
240,194,759436615422545672473289753360334848,1175067846345181351522573746176,341842815809083125963996266496,1.4248552912558523e-06
241,198,1340412164642661157358814217166127104,5710206701250917476507079147520,1578339376756501699168972046336,3.878861727030756e-06
242,198,1762772092530944913963546618569424896,5763984656853303821293022347264,1634466971121461331175757840384,2.9939643139581413e-06
243,198,3205404403845323590761151422772805632,5817762612455691291978872389632,1674820821137553369752653529088,1.6674429877710849e-06
244,199,4110217742559347262819663269765054464,9806432994300714732238168653824,2741462625846087847954209570816,2.1777508511228594e-06
245,202,7521973297017211114582129116436234240,28354971050795938451076639883264,7973654262661852017779963592704,3.4452363933094434e-06
246,202,9772707120255486668458505882340163584,28619434131749855125787102937088,8021797303988531496585963503616,2.674589861385091e-06
247,202,17410663667859800884296333222054199296,28883897212703771800497565990912,8197431241771883839560234303488,1.5192954103180557e-06
248,202,22624054932566091976996130543477194752,29412823374611605149918492098560,8443033497510353503545781649408,1.1936169364520851e-06
249,202,41702991388521078566422937919589187584,29677286455565521824628955152384,8413188330524899373152060047360,6.515558275599188e-07
250,202,54806356247070163875539049436439117824,29941749536519438499339418206208,8633240148274539122022647070720,5.020851511167085e-07
251,206,101511216574160238900309426150280527872,157607419357605045460940749799424,44770663709473590202643513344000,1.4221707224092073e-06
252,206,135087504301355684871927154296456478720,160470355534797274834138155712512,46882963010532763946288188227584,1.0949597915777619e-06
253,206,245087047365713325379827385178297204736,161901823623393398527936113410048,45957105169451381440978633097216,6.049936146743282e-07
254,206,323788992345655916333451928463711666176,163333291711989504207335561625600,47319931696455139636485824708608,4.6409674813539593e-07
255,206,611330440146449280665314089450776559616,164764759800585609886735009841152,47629911065844135815176203010048,2.4783927958301067e-07
256,206,799116933474898369994685967379910885376,167627695977777857274330925236224,49336689335539537485793142505472,1.9367816957114555e-07
257,208,1504346395399397744529203544131201138688,381592588085719196705320586969088,111896740813290880399255063756800,2.3400894722536284e-07
258,212,1882188614244450953106904424675360636928,1857831427789072019743204010098688,552661470404985500585494942056448,9.13576907321372e-07
259,212,3452170618921992588189649889510551453696,1874242721555601196285520708108288,533191961274363877818505489285120,4.974675424484228e-07
260,212,4373492236887064825409846996017942102016,1907065309088659549370154104127488,551654619527167495084916529430528,4.010358630371394e-07
261,212,8242337828388807878951449099529351069696,1923476602855188725912470802137088,563153017222544006639178225811456,2.1521039379041039e-07
262,212,10773325103975991239884597627225370525696,1939887896621717902454787500146688,580026546151461592327853166297088,1.6685475634464895e-07
263,216,19750622379273794231926465597180093661184,10039234430837256402201918176231424,2908154459426736640193497386713088,4.676316561720364e-07
264,216,25901412922716479040814181313089554612224,10213636593569028236996983904010240,3031439351615591951946350029963264,3.6478209684231343e-07
265,216,47696077919811859574291995017219263168512,10300837674934914154394516767899648,3013743469180043809903090247663616,1.991349065759841e-07
266,216,63456581612002997739296862162749784850432,10388038756300800071792049631789056,3033797014522317197101909443346432,1.5088213195063618e-07
267,216,121703015628022983984537266063371352932352,10475239837666687142111087102525440,3257251068985514851313189413453824,8.049160001284574e-08
268,216,162553139757418007612717083480611455238144,10649642000398456671063143616610304,3185167249046937601534698920607744,6.071281884826465e-08
269,220,285002921211931105017976965270374245728256,59263470863127049814912500804616192,17307097221159041875936419172581376,1.9165277566692273e-07
270,220,389142472188620285761503681589363462897664,59761191251108881440258950510411776,17785336179728724454564672086999040,1.4215308446070437e-07
271,224,741532626582954388296929994212919889362944,311595114800587938823326092314542080,91512368852209474411315591806713856,3.8778687842235414e-07
272,224,939013615117000614322001645536560688398336,316916139403373976187845072054648832,91650858947613528300828752342941696,3.103801399061255e-07
273,224,1761792742653085123234540023043868694937600,319576651704766957976616414505598976,91264249311512135849972486979452928,1.6634946847255405e-07
274,224,2274790329135073617342549295796706955231232,322237164006159939765387756956549120,92351700793758306339660002001682432,1.3001061997111447e-07
275,224,4414655517015150326162232151471825864359936,324897676307552958447647246826602496,96793980755795472763385351816347648,6.813978687055027e-08
276,224,5724878061409176641553761871674279796408320,330218700910338958918678079147606016,103499068072412922204701444968284160,5.4043511529016595e-08
277,224,11191483385247011506472353600163370168745984,332879213211731940707449421598556160,100836571610485647849264022860857344,2.7645227316771214e-08
278,224,14948124625697530215520148710144436523237376,335539725513124959389708911468609536,98641407905679144023200653599834112,2.071986067748297e-08
279,228,28928337898029695901961230929976212582301696,1634104802067879414802697441419198464,491901384633558414109137093376606208,5.24256264048813e-08
280,228,36772929679748270010224802965898411368251392,1660600090548423299898686122896654336,497124097614963241704317075006160896,4.185721096709244e-08
281,230,67801112981958982266249660224618569794584576,3758105550142760839200451138049540096,1108472479608192793931228714748608512,5.120229816754279e-08
282,230,87892905025496974418998901938148608686686208,3788352475182685758090970940976398336,1125626497972566231123578688318210048,3.988247149885307e-08
283,230,167240499656319323154944908510169701772427264,3818599400222610676981490743903256576,1169529370488389526050443911187398656,2.1276431658381696e-08
284,234,214649814887390517698990913514291375900721152,19914208530160796706887517501833347072,6193823631350165828222812073110798336,8.67653252667371e-08
285,234,398472480699951552464896889767806607860695040,20074617229436783681435047037715349504,5908545924317784262109974909260136448,4.6515347957759104e-08
286,234,522491342402604544211254482439546129512136704,20235025928712770655982576573597351936,6124104596511927799447386079776210944,3.5987739777482943e-08
287,234,993613642483272802057604916097090424974344192,20395434627988757630530106109479354368,6244427842928953839449049624949555200,1.912568619476483e-08
288,234,1295410252592685577853078200001082597109137408,20716252026540731579625165181243359232,6408848413961512261331325225147564032,1.4937111370437123e-08
289,234,2461304089410484208914014185563275406883160064,20876660725816718554172694717125361664,6427048766667755509901961145006161920,7.91332453061637e-09
290,234,3358945736706166644740166767648880466235228160,21037069425092705528720224253007364096,6445878329879561290687875932212953088,5.836640177927693e-09
291,238,5965275367109274760342024155144586863287730176,121320634891123300557048092507953430528,36796371106062133320115792912278618112,1.8908221413409115e-08
292,238,8043717641582105582747528178428305674896146432,123216085888592774632483463557814419456,40265852180635065825355137941696937984,1.4498249011553437e-08
293,238,15315663173755590829907272711094678926340915200,124163811387327502225468183343454486528,37840302241940709668081746338331492352,7.545583534061451e-09
294,238,20657953283036335092312622887250030192981180416,125111536886062229818452903129094553600,37964558560192346196379892267666636800,5.631260390644029e-09
295,240,40735496858685917886776284954891495482543046656,298523348629657612626096611523676864512,91522695704790094132932205408841367552,6.830389279600928e-09
296,240,53799647571779233703622760707348402229190066176,303079968322192904369810660805008424960,93080509071127759783067968937673097216,5.252841684710555e-09
297,242,101491169724396476899641728861277344571433418752,698402040888395143142020755445029797888,222847960322708599585620515191785521152,6.4751799070596874e-09
298,242,137297644635419745741295105527669801729461846016,703690357165987961945924515615685476352,213695947827566664900843865321251012608,4.766414005029745e-09
299,243,272481927955301135325663455841562080137367781376,1275933171790129728903272316382648205312,408685182103625902545735102582029811712,4.4102826203343546e-09
300,244,353116804608391348145562917281736519026319818752,1653471680343956914640137132707720200192,505885679897960535969729847575370006528,4.362231724328431e-09
301,244,703993701998519428368453367475159838384155787264,1665802333571635028444684986279104872448,511062248585639596023473841771441553408,2.205795448858901e-09
302,247,934535713444846856430052874542751391906197929984,6932430970238850108979905461269511012352,2163144822755469513182227757039915892736,6.942835737836895e-09
303,250,1653413405757417401869596083611930859797043216384,21545313146352972748708501824381650993152,6510602078035599401562147266997730148352,1.2104464490731312e-08
304,250,2145400086186922483655531382999516870891238588416,21874151283835391654120483658356391673856,6817223368198031231909977983873777139712,9.539940324057683e-09
305,250,4056240510058400647561311371896473181450798104576,22038570352576605942529753033860460838912,6746491018520493029262114649494788243456,5.062278777287901e-09
306,250,5577761754520044950734418905040446153550196637696,22202989421317815395235743950847831179264,7312857034859312777684796791727895609344,3.774834180273153e-09
307,250,10619344432798862023233531714617276477931691966464,22367408490059024847941734867835201519616,6983299660271110205796227837846599237632,1.971621174924417e-09
308,250,13900927253046576847292331552305108427978359963648,22696246627541443753353716701809942200320,7042086208280675270457769728079206285312,1.5260734763762037e-09
309,254,26503353098673594045324908486503745026877990895616,131136537598118706294611927353831012171776,39456183834743339456526126900879571288064,4.591581222737963e-09
310,256,35096918277406961024545123092640353200016824729600,321200393605737864122518264567669026979840,105904060080119532461248647884982630481920,8.680959120632145e-09
311,256,65226919510794966995447317003782020703223520690176,323597744406162541703077938057685726396416,103648454630843944552570920753362781601792,4.672549765540299e-09
312,256,83382853656190710088571747682242056268230887997440,328392446007011935549823512705852715827200,99257284858782650651026563787136583073792,3.6585925478606e-09
313,256,166399472101830344911332519077078884882109056417792,330789796807436651816009413864003005841408,107677883111786046875592917334276278583296,1.8796986917295765e-09
314,256,222315015410662920437099274645601236137296885972992,333187147607861329396569087354019705257984,103461274618714854330241281386697057107968,1.4010889109024734e-09
315,256,433858034983166663780841623456976842856731519221760,335584498408286006977128760844036404674560,105363122241037300194660672222860482183168,7.250065926477736e-10
316,256,591989451811724331146048260249390583328095504171008,340379200009135439509500563160336984702976,114678940806916683401224299549108096466944,5.483470569389432e-10
317,256,1185169900578086594479667154409670909863645241409536,342776550809560117090060236650353684119552,108447425673580468704155122020850788728832,2.7159023599161575e-10
318,256,1605784358441473862942841088868553708660032815497216,345173901609984794670619910140370383536128,109809028663941490202737691772166283984896,2.021205528364192e-10
319,256,3303442335663034962983208297914085674569112039194624,347571252410409510936805811298520673550336,118449671519659367415396652733549198180352,1.0063320017075969e-10
320,256,4678728385041485632875773118805500619249684058210304,352365954011258866097925158278554072383488,121622350808819723787002439829868479774720,7.226739324458927e-11
321,256,9432130196610054668312824430305370702542251675877376,354763304811683582364111059436704362397696,116805593339938922919579112230096289660928,3.5664649830412864e-11
322,260,11171159216323676408472078428129413759514079139987456,1903891725260345635340345973558351994290176,600102559318869554132518715084176405561344,1.5989603293787986e-10
323,264,20923966378101558999521553568839535071570647551311872,11035676315822277733012596387416166201556992,3937816762004603715299524786065147372240896,5.104835007120959e-10
324,268,24357484821161550675271848095127887973110905948864512,68230354012100213060887273028684456059207680,20185739680794813085839725936621851682799616,2.5894139277440832e-09
325,268,49066271082356132316902156720908699808653679257452544,68718013431372468128237332426165897371058176,23282149945219047370259223362925771230281728,1.3375441976292563e-09
326,268,63820639209474069890229358616418145921679441428217856,69205672850644723195587391823647338682908672,20386368509320797794785128688391134851891200,1.00140759194021e-09
327,268,125588021056894351839633370954234448138654180255465472,69693332269916978262937451221128779994759168,20987869843462087068315384635487745726218240,5.150763966111725e-10
328,268,175318076361763487750164724591940407646306883208216576,70668651108461488397637570016091662618460160,25142898804849196265285686490749736688025600,3.898466136125722e-10
329,270,330200623860671131150810389919541765462668623141142528,168050715487788958459427047977842123821023232,52993061887663944260759033437663487972081664,4.775325737593871e-10
330,270,454788824034349915193350078890285933146795557685035008,169218142904354814906550169068442984881586176,56022736909545544371368050515564814944698368,3.53297064133987e-10
331,270,872016608220583992019141507290593138946537382347800576,170385570320920671353673290159043845942149120,58467131727121506417209913768265578753032192,1.8721208723796274e-10
332,270,1193211809561014082830093644321577855672453810008096768,172720425154052384247919532340245568063275008,53543919363074272929328324987598088660058112,1.3526990219819002e-10
333,270,2423694058573188252667671320652365000677661717171273728,173887852570618240695042653430846429123837952,59621763633146151890499666657421489308958720,6.872734532740574e-11
334,270,3220286694800550660909238698790669308538012870480232448,175055279987184097142165774521447290184400896,60871486716070403530499749783401967220948992,5.2261909736917145e-11
335,270,6612680172955942578189154430251533897298616169386737664,176222707403749953589288895612048151244963840,57088109162837204156896969444579907326705664,2.5168651814878742e-11
336,270,9154470368508781836259164113687757914604610399988875264,178557562236881666483535137793249873366089728,56789729988426063840004053022178846007361536,1.833912370257597e-11
337,270,19075653472302544068701959305869531115288649854252744704,179724989653447522930658258883850734426652672,64023862528553307177305378670376232981364736,9.115190555645507e-12
338,270,26170962013978538360802092687723835208140603414775070720,180892417070013379377781379974451595487215616,58967730981476194941173850308293324389220352,6.537941158863477e-12
339,270,55018288522223236409733585302435164577308866219058659328,182059844486579235824904501065052456547778560,59802201518166365986122783624686915175841792,3.1359074960926673e-12
