i,gsa,simulator,lll,tour0,tour1,tour2,tour3,tour4,tour5,tour6,tour7
150.0,7.848726404191464,7.886406423300734,5.745976491499717,6.794013661539427,7.293373006907499,7.511591142604145,7.633662676543884,7.719780180729936,7.784965092860234,7.839805359214309,7.759387316798172
151.0,7.815961646037413,7.855886119074207,5.627097324312091,6.776851496204879,7.2528655338721615,7.420092291975011,7.623323435115952,7.702741370810796,7.731656132792243,7.797055889375317,7.785275789592853
152.0,7.783196887883359,7.816543794635133,5.589642395058187,6.668416045449445,7.191977434758268,7.4593425750783355,7.600633098882204,7.5895092641686315,7.684894891202579,7.728118705878842,7.722442507254407
153.0,7.750432129729305,7.776031273037772,5.599293377982054,6.661630440937782,7.195412454539555,7.41054248403742,7.574766249968315,7.6655953110512804,7.627070859214408,7.636704950308418,7.685530435234966
154.0,7.717667371575251,7.74105914345694,5.403655965298378,6.673137611657923,7.1183163556979,7.348551759237535,7.485027202925463,7.59927823659966,7.659790203446235,7.663645760756685,7.696806187144995
155.0,7.684902613421199,7.690740066192806,5.360785118773824,6.51128802990356,7.059521322942654,7.271178946786559,7.484939802806104,7.5421700805979635,7.57102423387296,7.669652410262866,7.640967810179277
156.0,7.652137855267144,7.647671093756747,5.253020295106832,6.535736661110553,7.03399288066699,7.317506124101717,7.48023045626731,7.390144592589099,7.588665760770324,7.610954696834265,7.642960301145416
157.0,7.61937309711309,7.607125647598252,5.167977507304026,6.5197716062032445,7.028329946438637,7.208787864580725,7.410467959263653,7.401940165345967,7.499824693458212,7.560410353520327,7.587644233402559
158.0,7.586608338959038,7.556383933404677,5.180698651385703,6.447738480918647,6.94748107064619,7.182257910310646,7.3738803664647685,7.394240970740894,7.416724771948868,7.532017030214923,7.4649146882361626
159.0,7.553843580804985,7.54779220889,5.177882636186958,6.411215809442423,6.961087476351051,7.120059545089656,7.286580807127904,7.3696713385368575,7.395727718458469,7.456490403913563,7.476121571707328
160.0,7.5210788226509315,7.485811828086247,5.116133396178988,6.354404459666954,6.893203975051088,7.072507731776519,7.257923197181606,7.3097719759099595,7.369902504250387,7.411580068646034,7.431058979074348
161.0,7.488314064496879,7.450735843547138,5.096579641520208,6.402189325942371,6.79404555229606,7.008224490780061,7.244715499559405,7.295777149822048,7.311094643149427,7.304158288279256,7.421537244942301
162.0,7.455549306342825,7.402879547074518,5.132935893459966,6.312954261682345,6.785889363829745,6.994441641204477,7.199696709611382,7.2665536416529095,7.296101634530194,7.309094607715908,7.275749804574342
163.0,7.422784548188772,7.370439176448732,4.918370469585361,6.292881382080194,6.796699955271383,6.870929963286659,7.129826664179038,7.218651707240933,7.152505145797145,7.294009459483991,7.289322600597653
164.0,7.390019790034718,7.3139769380881985,4.8747690619006185,6.229562292573886,6.749768199139944,6.955582198269729,7.1048116376708945,7.177434345051471,7.135686516930518,7.19334494891987,7.241488226179279
165.0,7.357255031880665,7.28081360686989,4.861230840145535,6.107283642038895,6.676124043414866,6.9330318617833155,6.994259973146978,7.050112196736473,7.13427405590555,7.178094200350678,7.210517644588927
166.0,7.324490273726611,7.230506334316259,4.8018508060563505,6.191087688515677,6.599000875299771,6.9038636077490905,7.022957917204172,6.94553806631903,7.081785540756715,7.18133430131242,7.117548455176416
167.0,7.291725515572558,7.199416771061184,4.6811445247661565,6.135176016437796,6.518824947242291,6.851138653883715,6.875949270739791,7.019326180320151,7.087419422022876,7.048526374751286,7.077586822421633
168.0,7.258960757418505,7.152445525890154,4.674538914694519,6.059333812285506,6.445012141712548,6.7715714195480965,6.884889995789562,7.0256776675285115,7.071115229716047,7.078548799477087,6.949899313003863
169.0,7.226195999264451,7.104900253669717,4.701675856465293,6.058145077365688,6.413168774343127,6.613417769846856,6.8533612662477035,6.950395649513155,6.961828758724167,7.042171529484241,7.085742322054442
170.0,7.193431241110398,7.049704258546542,4.574579080437553,6.0086618362944115,6.335356402676429,6.656566422634106,6.855063441583645,6.852344281327803,6.96989145835817,7.018545870188975,6.964476688082
171.0,7.160666482956346,7.018219710225908,4.439242333719298,5.872345622164442,6.353569265617139,6.6466404361968525,6.739172433341126,6.8694039637722435,6.8931775545256055,6.937926199867918,6.865224220487449
172.0,7.127901724802291,6.967836137492659,4.232320273620063,5.891912195448106,6.356896474459115,6.586757999039636,6.6805789496468675,6.829185753657803,6.8378272639081175,6.817262503787007,6.89390614756357
173.0,7.095136966648238,6.910833916728786,4.3972521012432795,5.813838648490584,6.333417900520022,6.597165573073843,6.67003618091734,6.666567313522034,6.799084547899999,6.794045431865541,6.790829615420329
174.0,7.062372208494185,6.866078199793762,4.301188021046824,5.792824192792345,6.203890125179221,6.507040806360168,6.518835249147553,6.672328510819489,6.7119208489138416,6.730870856182783,6.701984539141418
175.0,7.029607450340132,6.825803144352881,4.275985786453467,5.719389038482305,6.272088508041619,6.471558876369174,6.6642870308440845,6.6829204137942,6.707974036099905,6.6129918915293135,6.674981047343985
176.0,6.996842692186077,6.771235235172613,4.295688911206693,5.620912032359415,6.254634293899415,6.4941550350715636,6.669760559173958,6.579701241431337,6.744720565968238,6.62853168118975,6.704359775960982
177.0,6.964077934032026,6.719911682332481,4.11476562081968,5.675260776203897,6.089572119055514,6.384430722340139,6.491909327046533,6.518637333400108,6.636905498454021,6.616854992028217,6.620541102056637
178.0,6.931313175877972,6.695364967763034,4.11835317250939,5.693200682899782,6.024404897896507,6.398014279607039,6.48201360039655,6.521397336485171,6.559338593402575,6.557190267819115,6.643215280727519
179.0,6.8985484177239185,6.6931780013342586,4.1126822125870275,5.686270897711322,6.136787373005599,6.421947712794604,6.490725489086558,6.491602172914993,6.697135073887599,6.598526181041519,6.691257351504364
