i,gsa,simulator,lll,tour0,tour1,tour2,tour3,tour4,tour5,tour6,tour7
25.0,11.944321173448131,11.962720504540405,13.959664401567048,13.486613058843348,12.917249448980021,12.519965223950557,12.29832503361183,12.179162200357792,12.09467227424924,12.014941812508527,11.972306954143638
26.0,11.91155641529408,11.9299406431908,13.88308529211739,13.448409354049664,12.79584724227211,12.487956257210204,12.28039987123248,12.15990799918268,12.074025751787927,12.04594289818969,12.04406629304737
27.0,11.878791657140024,11.89717153243212,13.852095904592964,13.37440132603309,12.774521444698289,12.456705978067765,12.221820132579095,12.097384471185498,12.045505911646735,12.010454450981895,11.978635885089373
28.0,11.846026898985972,11.864414015853933,13.862174848476684,13.35730096522969,12.789639665769018,12.404334089968438,12.158492678378245,11.986467393450095,12.029807040309489,11.989573644443867,11.972343629618791
29.0,11.813262140831919,11.831664336416814,13.86574520670302,13.287030184147891,12.642257794902589,12.411369862786277,12.11646131738495,12.055598854349125,11.937288349104346,11.868987539563035,11.919561143888831
30.0,11.780497382677865,11.798925269251338,13.777971419278147,13.127518032673601,12.586997387697506,12.322135277668128,12.051586310975136,12.020901039113319,11.827092922552794,11.899227187730608,11.878902603876133
31.0,11.747732624523813,11.766190635150048,13.600517742239973,13.132502683430566,12.572953414986893,12.30315900162781,12.051429372175873,11.956393239238595,11.809302446743596,11.852262825979583,11.858372251729289
32.0,11.714967866369758,11.73346034472826,13.604390267386677,13.003688897157584,12.661933474364407,12.234231435125812,11.983818409181662,11.961240763656122,11.809506371039575,11.82315014976388,11.8086303867382
33.0,11.682203108215706,11.700734868288286,13.494383647437177,12.829579272073575,12.592850247701357,12.16163273277054,11.938453070835504,11.924968160990582,11.81607508005001,11.70789391900071,11.74612011126262
34.0,11.649438350061653,11.668012208687955,13.336900803452606,12.9082558428201,12.476457838185866,12.088045176911901,11.860034635856143,11.876148809850998,11.814145709510123,11.792737936046084,11.716121461871262
35.0,11.616673591907599,11.635290108964508,13.39607427963151,12.800563073546826,12.354255232627464,12.073465243352068,11.92534116831433,11.76395706517618,11.766328030199174,11.744288272685857,11.675678570297684
36.0,11.583908833753545,11.602567925602608,13.299814520403109,12.729502500791522,12.33640039056036,11.997048160444528,11.823158590585948,11.756313681550587,11.656388661121623,11.713683781020539,11.675497485536914
37.0,11.551144075599494,11.569840773340893,13.319551031289345,12.6857355148487,12.372503039519707,11.919624238496244,11.799246361897067,11.639950949687561,11.66916469994766,11.61620019198366,11.660945213127194
38.0,11.518379317445438,11.537105943701276,13.174577716389553,12.54998071713882,12.207668655475947,11.88245485451976,11.70854045020599,11.671309048695017,11.623744224316102,11.641617918688134,11.61545977819229
39.0,11.485614559291385,11.504361520848056,13.221790786568127,12.727632273224646,12.176270974587533,11.888700304773739,11.688662257822417,11.64088562382582,11.576847051060245,11.572273282799186,11.552378552279432
40.0,11.452849801137331,11.471602822642636,13.186395813755677,12.69356535126925,12.095168516419449,11.785495948955706,11.612579011258639,11.610309819318404,11.603485171464209,11.571482738722912,11.546096820824074
41.0,11.42008504298328,11.438837034012963,13.135067974958686,12.524196650116728,12.142507287210933,11.69439180082428,11.683585733213622,11.526195856579816,11.52033503859099,11.530870979248146,11.480037681167177
42.0,11.387320284829226,11.406056274172458,12.966801819184932,12.464666644258939,12.076211959175804,11.762863435511793,11.617784185345538,11.476862278527934,11.47168207849996,11.489830235175589,11.467914584065577
43.0,11.35455552667517,11.373260400440397,12.943333396173173,12.363334642643467,12.00075554162054,11.700355140781518,11.619100998406385,11.526337023002636,11.449673650230185,11.45356686531878,11.463721396259423
44.0,11.321790768521117,11.3404457289641,12.77241132347052,12.400469544694051,11.941408421397604,11.554188982996884,11.528845035276888,11.474124876959337,11.450734082512168,11.425712530871781,11.401473180566843
45.0,11.289026010367065,11.307612985085902,12.757709595857074,12.310824538105564,11.800195459289913,11.555890875583337,11.519756875246772,11.37877931707986,11.413440284042657,11.363044417617091,11.333868934312777
46.0,11.256261252213012,11.274756202450623,12.878291339422708,12.279677930289486,11.683684019322673,11.617555176287174,11.421997112124814,11.280354154883906,11.260364103164406,11.34857399443912,11.29472752157843
47.0,11.223496494058958,11.241876090520348,12.71228947085801,12.176618314452357,11.671737887875349,11.57916551833044,11.366867837017377,11.34703216082414,11.359633686992058,11.343113618119947,11.322165016708684
48.0,11.190731735904906,11.208968579579938,12.497978404202877,12.012668902969935,11.581294268688932,11.486887413316445,11.386658759850594,11.315137730166956,11.327068234161768,11.281006094741263,11.294301958765342
49.0,11.157966977750853,11.176035080304356,12.582655436206007,11.870968576384724,11.450451135617488,11.458029673008628,11.303210112720388,11.306642801238969,11.273362664101798,11.245338144379023,11.268539654920973
50.0,11.1252022195968,11.143072552378603,12.507739168775919,11.995092783325852,11.439726454128797,11.403472481534275,11.299554140043275,11.282129412163608,11.23786561229649,11.175150758321282,11.115413310622152
51.0,11.092437461442746,11.110077904598533,12.494924845311813,11.81586175397447,11.395742156286875,11.400901710924488,11.192757944412987,11.251288138736363,11.157064046997464,11.14911189492231,11.13717750284638
52.0,11.059672703288692,11.077046031662846,12.34502303337629,11.853081346442858,11.35187620049508,11.346707371975818,11.157269177905667,11.168486982345414,11.063453786623304,11.133507896732025,11.125526019243754
53.0,11.026907945134639,11.043978593882132,12.375488559231693,11.864871461755287,11.32015295505593,11.226849255845966,11.07979338880308,11.088182613253663,11.12941465600222,11.020398832683593,11.100724071554588
54.0,10.994143186980585,11.010871956834617,12.351262070885706,11.78650459074754,11.232349607420971,11.108348632023311,11.129710820324293,11.09788807531577,11.09283048484114,10.995696610605872,11.00941069476157
55.0,10.961378428826531,10.9777207786117,12.23236904093502,11.79966905384831,11.265503887220419,11.034647846615892,11.142742379624666,11.064662156585657,11.012938040359888,11.026420324264254,11.0147977790744
56.0,10.928613670672478,10.944523308063701,12.232039374774951,11.723459265961377,11.290412860730163,11.067920783950628,11.137445445007197,11.042277766036843,11.009968722876588,10.99539236629885,10.994275343486581
57.0,10.895848912518426,10.911279109413341,12.109521440887647,11.72257344675008,11.184986405651317,11.00735997887495,11.12558783822904,10.897289572215735,10.956012824877911,10.977314377698429,10.965194117347759
58.0,10.86308415436437,10.877983804031077,11.992530625202646,11.5494776530319,11.340996895390866,11.020671235211413,10.95868782242583,10.91880350538963,10.878049724829161,10.949251277817025,10.896405300530668
59.0,10.830319396210317,10.844634073431811,12.028126715135555,11.41559584244035,11.234620122163545,10.963759562016463,10.893721465216109,10.93962567805648,10.917297674195929,10.915707166973261,10.751504006711643
60.0,10.797554638056265,10.811234161953559,11.921066362441657,11.309313487593688,11.078153947958896,10.899975598861149,10.983861422601773,10.894737271715957,10.889873360235619,10.859337566731188,10.782784369122965
61.0,10.764789879902212,10.777794398615665,11.926384885416082,11.337017337612865,11.152245614674056,10.843519955738003,10.900422560105529,10.845207689797709,10.824459413826549,10.78905324361247,10.860234305249925
62.0,10.732025121748158,10.744450465179673,11.822222976065893,11.248767998347455,11.12185366946892,10.79029252353904,10.836297641477342,10.762255540540309,10.70414249708382,10.759186970173687,10.762161550252051
63.0,10.699260363594107,10.711196262162463,11.745442764071749,11.206373595665188,10.985617040219205,10.847033894485131,10.775371483483296,10.704834815457609,10.694402591983707,10.754799831388487,10.757087789984467
64.0,10.666495605440053,10.678025693336489,11.645204004842777,11.118321875557386,10.94507532307646,10.842193981466528,10.687642460790638,10.733919011542778,10.734605378206648,10.742149483084365,10.788363215631403
65.0,10.633730847286,10.644932662494604,11.545626236640217,11.084740757201153,10.874869800428861,10.701090905903524,10.700855038055517,10.717780905550555,10.658287350435195,10.609161601167097,10.695562159212729
66.0,10.600966089131946,10.611911070149482,11.433431828160817,10.948260309217744,10.87721395870589,10.704324358880186,10.726885094018094,10.651463100494075,10.696809829115738,10.62129041237844,10.65338048126262
67.0,10.568201330977892,10.578954810165794,11.361054673669283,11.168740950806065,10.68032007467862,10.670219533447332,10.630969943798961,10.539960216920603,10.520674394501787,10.573653294844025,10.570473013489435
68.0,10.535436572823839,10.546057766323827,11.324042473994055,11.05693161879757,10.683813881259537,10.564660863470571,10.574127063904085,10.598719697699524,10.505898080208304,10.577760701745396,10.554033560413906
69.0,10.502671814669785,10.513213808813768,11.37389714407923,11.002385212334419,10.599649255835308,10.519125453032878,10.587971327887923,10.569187707515525,10.560189035313574,10.510064146746975,10.557806131183867
70.0,10.469907056515732,10.48041679066062,11.268659131858481,10.874443414862135,10.473249776237123,10.472731482013993,10.515479923955816,10.544727940411924,10.482293987190394,10.536936756262076,10.503456594919696
71.0,10.437142298361678,10.447660544080758,11.12328896628813,10.916960610502397,10.486074130726,10.382743301344812,10.48630168949027,10.442567971200958,10.481113099849663,10.468479672536228,10.471585276553313
72.0,10.404377540207625,10.414938876772231,11.182657265902973,10.761494885846679,10.394837566302954,10.4120302353513,10.419718470607965,10.437261651859092,10.492515403917123,10.403299484027544,10.431626303840588
73.0,10.371612782053571,10.382245568142588,11.113097548059711,10.629472291201225,10.368776439060188,10.29236155139714,10.388764471694893,10.425039676028328,10.458291697527521,10.42809316351621,10.371548596863333
74.0,10.338848023899518,10.349574365479812,11.095433921218612,10.547207667401342,10.213832888142537,10.28294533790594,10.335882203307332,10.339597395741626,10.388061325095268,10.406138542736766,10.366680523714802
75.0,10.306083265745466,10.316918980074382,11.059498941764128,10.437812885479172,10.250725033511271,10.319056656858274,10.323123286687123,10.303254707476688,10.360040257699827,10.275226855961646,10.323774750252241
76.0,10.273318507591412,10.284459879215218,10.984034614112348,10.376097975864658,10.258519866137604,10.200524242232992,10.293295814692504,10.318437644856623,10.29493174544274,10.296431766844618,10.319550883514061
77.0,10.240553749437359,10.25238301648112,10.82425474475399,10.261484274184436,10.173159163550078,10.214835989015745,10.216578986784477,10.263443278170387,10.293253241826598,10.232100081992469,10.25154025067617
78.0,10.207788991283305,10.220355252039088,10.664519208849688,10.240405752229734,10.137218438364913,10.1204243886325,10.180541919924403,10.219108665051499,10.2454860577206,10.233968386672375,10.241326856673336
79.0,10.175024233129253,10.18812208760439,10.628452051924608,10.203040875452393,10.114628879130521,10.07007422075217,10.14114425595982,10.231639482148967,10.141701043354805,10.225941188527406,10.194826091134306
80.0,10.142259474975198,10.156256555684044,10.63098415937789,10.116714585119484,10.0278271506925,10.129280389108061,10.113004456668966,10.129903799772753,10.099578241805906,10.1423572143677,10.138830334952821
81.0,10.109494716821144,10.12432525930886,10.544224961446828,10.026876078879171,9.963591294422345,10.095977858718257,10.101490462064826,10.089444529565345,10.099886554107426,10.116141070572063,10.107541886739137
82.0,10.076729958667093,10.092355165822964,10.44021687887316,10.078528459042786,9.985715064483312,10.044872608567854,10.075293299027088,10.08161147041972,10.085217267799639,10.056793520403463,10.089604815385917
83.0,10.043965200513037,10.060171340537545,10.302439574424127,9.952187011633008,9.867844527482319,9.965754823905177,9.98936751328361,10.049440730161047,10.050798770576748,10.069667437687784,10.044430809083051
84.0,10.011200442358986,10.028052091441891,10.232600051039158,9.889638756167283,9.809956089823604,9.925433749394694,10.00655408650679,9.996441102067054,9.976567036750954,10.060156884133065,10.029713484091047
85.0,9.978435684204932,9.995928823564265,10.247142028326556,9.756083282511062,9.684736958952431,9.881238223504162,9.975913495357585,9.851193767068017,9.978754957168407,9.983464873469792,10.024479206516615
86.0,9.945670926050878,9.963793997669844,10.2557525377685,9.68503653564431,9.769502439117156,9.847473441853195,9.932972959123028,9.945619684390149,10.0256344203405,9.966712763289047,9.947187937538473
87.0,9.912906167896825,9.931720537740983,10.095141327703164,9.725297592051833,9.699645267103591,9.834048074669047,9.859052365500224,9.93073193913055,9.906683433131596,9.920870544286894,9.948004171819989
88.0,9.880141409742771,9.899433249626867,10.001431296386599,9.712196797461003,9.699883853662362,9.741294636212988,9.748789527278191,9.899773104511956,9.925011476399362,9.937496481374042,9.857767786139895
89.0,9.847376651588718,9.867320306488178,9.927121122029467,9.591229908695695,9.68778522199706,9.74088813416357,9.77339036137479,9.850034078266592,9.901470258085418,9.846327163543611,9.858466061833221
90.0,9.814611893434664,9.834847223173867,9.796802310121699,9.487848666856454,9.530151099666421,9.652057569607496,9.766656872449454,9.779593895052594,9.863645162749352,9.835277732672898,9.755690397567793
91.0,9.781847135280612,9.802373209842647,9.634269910113616,9.430458940252155,9.518895984770493,9.538317174499344,9.701576968562263,9.753740245161453,9.775761402236027,9.804907997090575,9.749576526721425
92.0,9.749082377126559,9.76993175832984,9.622155702110014,9.308124715205029,9.414050269704251,9.501487436706025,9.684104893881177,9.75392853514824,9.766163677396753,9.754874824184272,9.768997644443012
93.0,9.716317618972505,9.737375292268261,9.44355103870356,9.308972764598192,9.370138811563274,9.509874473017241,9.636426974736729,9.681163528535071,9.724980099386968,9.732746338722599,9.703396248081267
94.0,9.683552860818452,9.704686225281085,9.516322829421107,9.32200714916841,9.346128290291677,9.497598525427545,9.623312756841843,9.66050156940165,9.645043785677249,9.646741764522746,9.698170151620781
95.0,9.650788102664398,9.671959107250682,9.3752694374406,9.253654990983495,9.316442847110245,9.453571256632005,9.559236929574555,9.619175168583714,9.657933525351257,9.608276877689962,9.648056316349864
96.0,9.618023344510345,9.638938789899719,9.293362975645591,9.256309349267333,9.278253043498246,9.486513118031494,9.445361384934058,9.61264319938968,9.573283235808791,9.560746430327978,9.660065220107713
97.0,9.585258586356293,9.605750994964005,9.177529211054686,9.114335111449302,9.278104620751643,9.45296355226406,9.485752205295233,9.542251169609976,9.588247520077456,9.481563240608217,9.617410903153392
98.0,9.552493828202238,9.57244057250791,9.136276359772115,9.118002460710274,9.209003407484776,9.321847553365275,9.471365285206334,9.495960238334685,9.582613026433236,9.509177271626374,9.56407215566268
99.0,9.519729070048184,9.538839628522856,9.153440487680262,9.018807787180513,9.147769496657846,9.388666119673893,9.36524107895609,9.469950298097196,9.534051212316234,9.518921851458519,9.571810509083555
100.0,9.486964311894132,9.505655504862307,9.022689708295305,8.97341326563222,9.169957076148169,9.313750486121007,9.333764645274202,9.464534059559137,9.424856349372089,9.389068892144353,9.436989623861306
101.0,9.454199553740079,9.471991443582708,8.910609512225653,8.900556323801906,9.04067570232864,9.34600451849074,9.283835583636442,9.433340658257979,9.50469427563823,9.492748666150483,9.4292755314972
102.0,9.421434795586025,9.438303850248781,8.859776736053384,8.930580195908027,9.070401314792601,9.229108624270424,9.270809910991005,9.33053689236522,9.439918573863718,9.43106410728091,9.388520121906772
103.0,9.388670037431972,9.404380111862544,8.950921366058646,8.758756786121952,8.98762279587854,9.211417091774228,9.234193477444176,9.320974335492973,9.393734942872163,9.309371738433807,9.339676640937794
104.0,9.355905279277918,9.370481096272314,8.870525277147186,8.638865798626322,8.911383168745466,9.169740871928044,9.207841048043244,9.291103734827967,9.296191275405105,9.337179379452937,9.358163814753063
105.0,9.323140521123864,9.336206026969247,8.84891179280924,8.553128941312776,8.840363327469445,9.074023746903435,9.232262919221041,9.267351082095676,9.289158448792922,9.287329911027225,9.33975062658562
106.0,9.290375762969813,9.30194948663426,8.762021575107148,8.654457668488861,8.772900843949042,8.952846744990582,9.132373027707853,9.223972668136314,9.249588126562465,9.296310594320179,9.279150531597914
107.0,9.25761100481576,9.267425434095628,8.821783388028612,8.577629732851065,8.695733228652049,9.026652162949954,9.125670657319466,9.152129233796641,9.199918275807736,9.2877599309158,9.255842745083937
108.0,9.224846246661706,9.232958623045052,8.61604517071873,8.426431534164715,8.794350649147026,8.951324481259492,9.091215122420296,9.133517327199117,9.133114285112619,9.227685712333848,9.21257033549438
109.0,9.192081488507652,9.198283404759138,8.576247530781547,8.46391816973716,8.627659097602349,8.88739735147922,9.057970078168879,9.089531296631813,9.142215768740705,9.18755616055432,9.140177024440051
110.0,9.159316730353599,9.163393685574315,8.455825561467828,8.347957681681745,8.633716386950688,8.874306483620993,8.995743684667042,9.063112389306314,9.097585708907744,9.121025102549527,9.162848863110389
111.0,9.126551972199547,9.128165528457185,8.592122607918348,8.262129872661122,8.66857429380851,8.839739501819286,8.868121780531368,9.04453440871782,9.093101128162077,9.02136728327912,9.101883304688938
112.0,9.093787214045491,9.092999764819995,8.539416339768845,8.204750585373358,8.588656217195235,8.792873239208207,8.937667797003588,9.010792420415227,8.984894632304176,9.053739530452784,9.011903667798302
113.0,9.061022455891438,9.057580371031206,8.383968004506388,8.233941564371746,8.524797894366735,8.769539280472927,8.938569608571724,8.958423181421892,8.988276629046846,9.031256647685678,9.04724073401123
114.0,9.028257697737384,9.021801263459498,8.355353860782081,8.15317675247395,8.485844916436376,8.728171822671445,8.851397834170635,8.87691989830204,8.937796098640037,8.926124604729274,9.014246269936752
115.0,8.99549293958333,8.985872545731734,8.245899603719298,8.078278973248864,8.430646954127335,8.721135687127576,8.809749292838902,8.891538292102686,8.896461681293717,8.948962132213627,8.929811856086035
116.0,8.962728181429277,8.949871389042086,8.202322712736539,7.953352585323122,8.404827156310304,8.600072867601257,8.769876453366079,8.808680127372883,8.882317983962704,8.936133560153428,8.860265248679456
117.0,8.929963423275225,8.913560786477593,8.233839739635322,7.853229914118728,8.303890672589963,8.574787741313177,8.700591676997051,8.779904818382287,8.84608205054642,8.842043870752406,8.863059171794667
118.0,8.897198665121172,8.876999968075173,8.065082918769349,7.8070700534524065,8.227979926809828,8.543065509519042,8.722615604669429,8.740271980815509,8.75068554606993,8.758773708092946,8.822987189348794
119.0,8.864433906967118,8.840639384736638,8.100298872607757,7.808007752546666,8.274232087807567,8.55883212823672,8.691305077944614,8.742188707670062,8.710203404700872,8.809602569754148,8.762880288427835
120.0,8.831669148813065,8.80484836167993,8.1326674536193,7.763006391910395,8.325553096649353,8.449098500282128,8.608488130251745,8.711093129654387,8.719951476736627,8.719286951260273,8.757352688698067
121.0,8.798904390659011,8.777158392456199,8.01726712118837,7.737101040519792,8.239127976499734,8.41270724597041,8.554517585324858,8.685303351099702,8.681309881029495,8.717213008447459,8.748633475342006
122.0,8.76613963250496,8.749198284146958,7.915190265028645,7.685409751446552,8.17766224379062,8.408668061392481,8.58922814536383,8.606573519152382,8.66798524290177,8.73098837927136,8.687115845586268
123.0,8.733374874350906,8.720962132603912,7.865783051189903,7.62812066808137,8.14233517260039,8.414828462274029,8.549284287422244,8.623799248200843,8.656142882555987,8.67902114063878,8.685817721801534
124.0,8.700610116196852,8.692443842823524,7.717698586457782,7.608202510499125,8.04999802349716,8.36318184394541,8.48203121877784,8.617947160506434,8.624731530042734,8.67670887256987,8.683330436244939
125.0,8.667845358042799,8.663637121787332,7.550982139990885,7.588700297198779,8.042678693487757,8.348585597385581,8.413373881837185,8.579065034610645,8.63306649854501,8.631388489113224,8.624511535218572
126.0,8.635080599888745,8.63453547112817,7.406799639011723,7.554311550514159,7.97329070190693,8.348179873697319,8.444849221386587,8.471162940885053,8.569129153222022,8.5592609883245,8.570058615181313
127.0,8.602315841734692,8.605132179647837,7.272948376011037,7.5070290113099105,8.051845166029459,8.289061991253286,8.364179299251413,8.518557735257385,8.532041966807451,8.540726295236487,8.599964193906242
128.0,8.569551083580638,8.57542031572027,7.299012837628721,7.526435819017711,8.09199193251354,8.248535319700181,8.400242662521121,8.493921080607564,8.418099847750819,8.513042502776583,8.533294193860387
129.0,8.536786325426585,8.545392719625026,7.208620946511392,7.4633460403106815,7.913438181767811,8.158174950093935,8.380497676610892,8.460374098071693,8.45292560134591,8.475208451816135,8.44921818343566
130.0,8.504021567272531,8.5150419958688,7.2772918210642725,7.446050898888559,7.958114045742103,8.164164031612042,8.32370408559515,8.407313833493141,8.439793917406988,8.470723823158384,8.434722956491392
131.0,8.47125680911848,8.484360505569049,7.148519998491938,7.397766072709777,7.86641313612853,8.168262737767995,8.331798363528817,8.335751726662076,8.435328794965107,8.447715670665012,8.455108671455775
132.0,8.438492050964426,8.453340358993742,7.041126390287965,7.302077177430545,7.867893127544096,8.108321830912224,8.29777547316655,8.360333281022667,8.404783069114862,8.42760521836511,8.419709879550185
133.0,8.405727292810372,8.421973408376118,7.013671989809444,7.399952988513455,7.860919665438707,8.110641896860054,8.224706355720166,8.294976197087259,8.308634764737421,8.396755594857714,8.3952958931279
134.0,8.372962534656319,8.390251241153935,6.857517842908964,7.369973404210998,7.775419468689054,8.04705864835519,8.221339336129676,8.287978793051586,8.196788110033198,8.267827155715556,8.365194957095005
135.0,8.340197776502265,8.369372928524692,6.730237506333503,7.327754551183404,7.837820100313847,8.02774032797737,8.151096319821086,8.277779372028318,8.32346048379335,8.344598990080671,8.28824612047742
136.0,8.307433018348211,8.359848115169305,6.661628831062931,7.276044280274767,7.752872070411042,7.921044697386197,8.124925788383381,8.226054496345883,8.272821508262297,8.287438077944344,8.295600378213424
137.0,8.27466826019416,8.330717149959149,6.57044164213278,7.261316807187995,7.738422166969704,7.978993235622592,8.128359787943163,8.217183173537617,8.243882662232869,8.264043140094014,8.233892016847507
138.0,8.241903502040104,8.286365385957284,6.393911759558704,7.249608147976479,7.713077726561614,7.881071405917762,8.119520606224606,8.174112618622482,8.249277926340334,8.216193840836606,8.266350850555218
139.0,8.209138743886053,8.276190172383593,6.3605186518996915,7.184847698787149,7.678939077909097,7.894305106048456,8.041871455214148,8.147358014178574,8.191843654599726,8.240986683786174,8.202206162411704
140.0,8.176373985731999,8.240378773173092,6.332059922225558,7.107609879292113,7.63250757694689,7.845523547051063,8.021562928823297,8.11146900293213,8.150195032214011,8.133159523425153,8.210487242290395
141.0,8.143609227577945,8.206119650155197,6.2214355495043865,7.054365173236955,7.62660904564239,7.860133013655117,7.946279843434516,8.082787589774039,8.102831110250522,8.068991969186294,8.160292101325535
142.0,8.110844469423892,8.161325648697861,6.217989199579069,7.072170043221358,7.524964173092018,7.905621310597523,7.901235837019217,8.052890307944315,8.008176749127216,8.096170832297856,8.107625191374833
143.0,8.078079711269838,8.133016394798194,6.152364185954738,6.9915084388788955,7.5969881532972865,7.767544189687064,7.960741781449014,7.928143775086267,8.02171487487478,8.050511231937843,8.0906428820674
144.0,8.045314953115785,8.100656018784404,6.184123999577142,6.972188089047686,7.558836471307347,7.835220699424226,7.872452125899609,7.977687790294092,7.996158916978786,8.018756504627325,8.072709380581365
145.0,8.012550194961731,8.067839269898945,6.032410011471758,6.876942713887073,7.504182957866099,7.777454081983809,7.8621709883472155,7.936954252932644,7.959862453032877,7.8598626650954,8.00601920561959
146.0,7.979785436807679,8.039386401938122,5.976688014521907,6.9074198386954695,7.474057482832422,7.749840768807107,7.803684103492672,7.907604040788791,7.957800575336594,7.988463509762444,7.935277498565582
147.0,7.947020678653626,7.99448325089401,5.864177378244683,6.8975922496994855,7.4205630448265625,7.669875424017712,7.774669489729542,7.887324219580542,7.920722767494866,7.951179741611865,7.948284499122445
148.0,7.914255920499572,7.972656661305536,5.74692367898732,6.902568900146981,7.347729626144895,7.657350420920334,7.756330987406082,7.8304141348613685,7.792815244674017,7.954078173348929,7.916081432078392
149.0,7.881491162345518,7.918935307629521,5.740808426917964,6.9417319049487896,7.327074948940509,7.55687727139055,7.57488430052887,7.777555557246824,7.799020822041392,7.8498888023436315,7.841623380705464
